,Electricity,Income,Water,e_Cooking,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
73,105.881122626,169812.241223,115.846356537,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,73.0,1.0,1,58.14357964231951
76,117.870415729,191860.687319,144.264330652,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,76.0,1.0,1,8.605480131276336
78,139.58498884899998,235122.982564,178.799140558,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,78.0,1.0,1,10.783031967406693
79,114.780311679,160461.483596,115.997109344,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,79.0,1.0,1,39.807743968249014
80,126.105503194,243347.717579,177.351219498,Cooking_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,80.0,1.0,1,11.154440951367782
81,112.007062536,181199.838677,128.205640201,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,81.0,1.0,1,25.549312459017614
82,134.660387344,247225.814012,180.195019496,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,82.0,1.0,1,17.345273418151873
85,130.64203230299998,221540.39929,168.792363321,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,85.0,1.0,1,14.736845176593071
86,127.65270268100001,224630.240246,168.149719038,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,86.0,1.0,1,58.21021247115522
87,120.781597589,207135.314968,157.46347245799998,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,87.0,1.0,1,40.52981415988984
89,115.319230352,187084.480407,136.413486862,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,89.0,1.0,1,6.2393323878804345
90,125.03871483799999,229203.766876,157.491983641,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,90.0,1.0,1,5.818107631970424
91,127.55226471799999,206618.486304,155.839385792,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,91.0,1.0,1,38.440628853832564
92,149.034336872,267730.800473,195.315804025,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,92.0,1.0,1,67.31192096455464
94,98.96194834219999,119452.833981,85.7638077637,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,94.0,101.0,1,0.22610374642422926
95,104.111246063,115563.874524,85.9315760741,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,95.0,101.0,1,0.22610374642422926
97,104.682887527,147898.59685,101.272963172,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,97.0,1.0,1,1.6919424945462511
98,136.729879534,273062.731345,191.93995919,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,98.0,1.0,1,17.955068734948327
99,107.475613847,204283.096929,145.376734824,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,99.0,1.0,1,10.295012956131249
100,131.103412185,263402.88147100003,196.041535135,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,100.0,1.0,1,7.1366568109622115
102,105.740870183,186694.695721,136.933890736,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,102.0,101.0,1,0.025243459470999596
103,141.206737807,272228.629957,193.931223397,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,103.0,1.0,1,63.75917329124664
106,113.82992505,223946.166089,155.28111709,Cooking_yes,TV_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Rural,106.0,1.0,1,11.969824125837569
107,142.655043847,254335.666324,189.96102887,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,107.0,1.0,1,34.989589673924
108,118.90246215200001,222205.337852,148.60670766799998,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,108.0,1.0,1,69.3344734417762
109,145.089454847,280475.348963,202.30642685799998,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,109.0,1.0,1,12.884740460806114
110,137.880438025,285298.043231,203.592268131,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,110.0,1.0,1,15.97100953068686
111,89.824795636,127780.637374,93.5743441453,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,111.0,101.0,1,0.36147584329513904
112,121.60409096,200508.474755,148.586340922,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,112.0,1.0,1,11.75857532338194
116,127.58549625799999,211049.871637,156.797620419,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,116.0,1.0,1,75.07484037428429
118,127.296034365,276545.44307,196.119423333,Cooking_no,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,118.0,1.0,1,14.804265805193427
119,122.604286255,226595.693935,166.860753408,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,119.0,1.0,1,45.606883681295784
122,132.126751366,254069.849658,188.208912458,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,122.0,1.0,1,8.136656810962211
123,131.884765479,249713.649742,188.108301765,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,123.0,1.0,1,6.1366568109622115
125,130.367455599,246154.257249,183.33464728200002,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,125.0,1.0,1,16.256088112094588
126,126.728027335,241768.698336,176.87838052200001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,126.0,1.0,1,14.365656390969612
127,133.676454483,247138.937024,186.266306347,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_9,sex_female,Urbanity_Urban,127.0,1.0,1,33.194597592704284
128,168.637094795,346386.638002,251.393897552,Cooking_yes,TV_yes,age_46_55,Education_College,Size_10,sex_male,Urbanity_Urban,128.0,1.0,1,3.340431872747793
129,163.74757616899998,352018.986309,250.927735986,Cooking_yes,TV_yes,age_46_55,Education_College,Size_10,sex_male,Urbanity_Urban,129.0,1.0,1,2.340431872747793
133,136.429065278,250056.494134,178.31265629400002,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,133.0,1.0,1,45.4069652503611
134,124.086692624,214479.14491,159.486899868,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,134.0,1.0,1,48.440628853832564
135,105.626187889,163109.96873599998,116.18015509600001,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,135.0,1.0,1,36.8969292743063
136,133.213309091,254335.28872600003,182.525396992,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,136.0,1.0,1,43.54233734723199
137,142.148298156,283909.837068,210.63882466400003,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,137.0,1.0,1,11.884740460806114
140,130.402343304,234297.861324,174.416068732,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,140.0,1.0,1,9.783031967406693
141,129.77343669299998,230185.455601,171.61122496,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,141.0,1.0,1,29.615945287853314
142,119.54973236,218198.325138,159.64589537,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,142.0,1.0,1,71.21021247115522
143,126.23870189700001,226556.753085,165.165023931,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,143.0,1.0,1,28.615945287853314
144,129.269615434,215738.48843400003,160.480764582,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,144.0,1.0,1,77.07484037428429
145,133.23989323,221096.478391,159.52441581,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_7,sex_male,Urbanity_Urban,145.0,1.0,1,32.471511584424874
146,147.912376733,304313.192638,213.771901281,Cooking_no,TV_yes,age_26_35,Education_College,Size_7,sex_female,Urbanity_Urban,146.0,1.0,1,39.235198586670194
147,149.509544102,304543.574025,217.152826918,Cooking_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,147.0,1.0,1,13.238365304361643
148,131.487012937,234624.088313,160.73308916,Cooking_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,148.0,1.0,1,6.155791679787427
149,112.25820441200001,182810.744253,137.693531831,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,149.0,1.0,1,10.285519178694045
150,137.90178631,273861.959086,193.656290842,Cooking_no,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,150.0,1.0,1,8.838553669992496
152,115.990197306,206068.408374,152.658250474,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,152.0,1.0,1,8.188104554839253
153,99.5199217038,148466.327556,111.91998713299999,Cooking_no,TV_yes,age_26_35,Education_High_School,Size_1,sex_female,Urbanity_Urban,153.0,1.0,1,6.137060965826022
154,135.949129887,255060.924174,181.68921579,Cooking_yes,TV_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,154.0,1.0,1,68.25182928175965
156,127.968125183,239190.720461,175.160089226,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,156.0,1.0,1,12.703340438786611
157,144.203783869,301427.989212,218.920222752,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,157.0,1.0,1,23.94042102905693
158,126.113593746,211259.657478,155.925533008,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,158.0,1.0,1,47.0232532773955
159,129.681998734,212640.914589,155.069190604,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,159.0,1.0,1,42.440628853832564
160,125.181560742,261732.708439,190.408880453,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,160.0,1.0,1,46.214147076852186
161,127.505434325,194728.920953,143.059392618,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,161.0,1.0,1,48.79791274747468
162,130.06224546299998,231268.694006,172.449862765,Cooking_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,162.0,1.0,1,37.1217076550336
163,122.327461556,212504.492884,155.004134204,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,163.0,1.0,1,62.07484037428429
164,134.66696762700002,233317.171974,173.574885873,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,164.0,1.0,1,4.783031967406693
165,126.237985405,225048.825207,168.166648885,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,165.0,1.0,1,14.647659870535797
166,126.01353342600001,219486.549586,162.738700236,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,166.0,1.0,1,13.140315861048826
167,130.071693556,236083.147103,173.11965348599998,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,167.0,1.0,1,7.20990132128097
169,127.733391325,210131.426381,156.014413442,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,169.0,1.0,1,11.341199746944863
170,136.901551103,256795.64221100003,191.699499427,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,170.0,1.0,1,11.583909137654253
171,128.027157085,249026.321682,189.41977744099998,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,171.0,1.0,1,17.70334043878661
172,119.486158492,195640.709054,143.790861843,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,172.0,1.0,1,5.605480131276336
173,114.652281389,190875.740333,125.826864721,Cooking_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Rural,173.0,1.0,1,2.505183698969172
174,107.313158205,129381.819871,95.7218427715,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,174.0,101.0,1,0.36147584329513904
176,135.161878424,227586.816036,165.906923229,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,176.0,1.0,1,23.615945287853314
177,135.849071953,255052.160749,178.543978416,Cooking_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,177.0,1.0,1,9.289813048238681
178,133.529993253,240065.448688,180.399221707,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,178.0,1.0,1,29.198569711416226
179,109.093227866,184402.82104,126.90264726,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,179.0,1.0,1,25.549312459017614
180,116.347954916,195917.732252,142.42750118200001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,180.0,1.0,1,5.605480131276336
182,128.478703821,255025.569066,184.113204568,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,182.0,1.0,1,47.63152265328927
183,115.772344325,195275.208894,143.778157101,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,183.0,1.0,1,11.374704484751325
184,147.929112646,284400.56155100005,200.461852979,Cooking_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,184.0,1.0,1,45.223416148433
185,103.318170966,167573.5633,109.203010725,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_male,Urbanity_Rural,185.0,1.0,1,8.237827925294384
187,102.962567855,120885.52093800002,90.18429788979999,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,187.0,101.0,1,0.36147584329513904
188,139.53151491399998,239838.30128200003,171.74074048100002,Cooking_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,188.0,1.0,1,36.89962124087411
189,133.299977901,278091.316141,197.11890460599997,Cooking_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,189.0,1.0,1,12.453832531110354
190,120.836194391,198870.13051,148.36561187799998,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,190.0,1.0,1,13.205827650073967
192,101.22562657700001,170719.290907,115.779819949,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,192.0,1.0,1,36.9566204485598
193,106.338054664,163600.858625,107.764450363,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,193.0,1.0,1,56.008207545448585
194,146.261723652,288791.06891,211.169356542,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,194.0,1.0,1,10.97100953068686
196,127.07507626700001,202041.402101,149.917209722,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,196.0,1.0,1,37.30525675696167
197,135.533719346,258159.897124,184.234313295,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,197.0,1.0,1,61.17654886768372
198,72.62600644850001,78407.8367392,48.9741044674,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,198.0,101.0,1,0.01823984096847653
199,144.24251842200002,270601.334897,199.866416585,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,199.0,1.0,1,79.4011062706119
200,121.393261945,210393.611145,149.967091225,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,200.0,1.0,1,78.07484037428429
201,133.398651065,243730.44706,176.11101670099998,Cooking_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,201.0,1.0,1,41.89962124087411
202,89.47419441299999,105703.43519,82.0112267424,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,202.0,101.0,1,0.39095502386801684
204,147.70053773700002,279340.01704,201.180659222,Cooking_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,204.0,1.0,1,26.300278204815648
205,97.9303547656,161977.194657,111.47371703399999,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,205.0,1.0,1,63.097392851505916
206,140.41103457399998,269575.946164,196.905168632,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,206.0,1.0,1,72.31192096455464
207,130.188481966,255377.634344,182.27107886099998,Cooking_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,207.0,1.0,1,69.66920485819674
208,128.423087457,229617.28933000003,166.852038343,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,208.0,1.0,1,26.615945287853314
209,152.306346557,311434.166296,219.65832844099998,Cooking_yes,TV_yes,age_36_45,Education_College,Size_7,sex_male,Urbanity_Urban,209.0,1.0,1,45.07073286653696
210,142.269460691,268606.418566,190.679683192,Cooking_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,210.0,1.0,1,35.13947213457216
211,146.38591995,295215.80921,214.815602954,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,211.0,1.0,1,12.357796605494016
