,Electricity,Income,Water,e_Cooking,e_Lighting,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
31,111.92445947,200584.397989,131.83626548700002,Cooking_no,Lighting_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,31.0,1.0,1,43.34413414553195
32,114.60507449200001,218258.209918,148.961738169,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,32.0,1.0,1,31.343274613568802
33,120.23996117,217854.706981,162.453861386,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,33.0,1.0,1,30.856333029469774
35,120.671839243,221536.968623,148.945045762,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,35.0,1.0,1,33.128092582703
37,136.739515386,256269.666431,186.336632421,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,37.0,1.0,1,43.56996719252117
38,112.528053877,199648.407537,146.895017455,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,38.0,1.0,1,94.0614761703348
40,125.34779702700001,212460.801311,157.986023913,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,40.0,1.0,1,24.659593230309447
42,117.978311054,216620.454686,143.466606394,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Rural,42.0,1.0,1,40.5655067097103
45,106.024737871,168175.80371500002,125.68774736399999,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,45.0,1.0,1,123.89124450908916
46,122.152618983,233071.474505,161.073286355,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,46.0,1.0,1,16.786916293202598
47,126.174875739,243996.651744,183.16084004900003,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,47.0,1.0,1,20.317811380399707
48,111.2317601,204199.238606,137.98522811700002,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,48.0,1.0,1,22.13408299504657
49,100.20907282799999,160793.544941,122.871295915,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,49.0,1.0,1,24.27773870860621
50,123.046499439,240060.100567,172.42002535900002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,50.0,1.0,1,128.41112696039386
51,105.864158117,197172.472267,146.878294251,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,51.0,1.0,1,31.51246222231423
52,88.2977943211,134497.996398,100.15651119700001,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,52.0,101.0,1,1.035504560928878
53,131.688038488,222977.07932600004,162.40339652,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,53.0,1.0,1,22.685125125495148
54,115.80742814700001,199621.678423,150.24682806799999,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,54.0,1.0,1,111.45587974112318
56,88.99982197780001,98142.12349260002,63.5167047762,Cooking_yes,Lighting_yes,age_19_25,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,56.0,101.0,1,2.85567188995644
61,95.1658193424,101573.061928,66.2978677905,Cooking_yes,Lighting_yes,age_19_25,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,61.0,101.0,1,2.85567188995644
63,144.519153107,307270.34419000003,221.05597933099997,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_8,sex_male,Urbanity_Urban,63.0,1.0,1,31.971331740980567
64,115.02986099299999,209075.450668,147.43015573899999,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Rural,64.0,1.0,1,21.63168980955875
65,142.490934726,293674.036239,214.362909889,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,65.0,1.0,1,14.232168965604222
66,118.468705878,202284.635944,149.941875288,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,66.0,1.0,1,11.691115537838721
69,116.22184857799999,201031.979114,144.182917488,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,69.0,1.0,1,33.09700735731675
71,130.192992833,223703.16620700003,166.40389228700002,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,71.0,1.0,1,8.318416940809053
72,130.60578693899998,225278.838072,169.496773307,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,72.0,1.0,1,17.13631514797981
73,98.4448706287,150852.76047100002,103.84089560700001,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,73.0,1.0,1,113.42588736312663
74,129.28854064,234345.982059,170.312267044,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,74.0,1.0,1,111.29372207948772
75,113.384771309,163145.882141,121.801638307,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,75.0,1.0,1,20.88576637975316
78,120.462692891,206765.114982,143.742684527,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,78.0,1.0,1,107.55767090883072
79,118.50809603799999,224727.256195,163.059195201,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,79.0,1.0,1,47.297246087812184
81,102.137168711,151407.241402,111.79640089799999,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,81.0,101.0,1,0.24313824894373326
85,134.294458714,270395.180417,197.908218237,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,85.0,1.0,1,31.158084960699576
87,116.517990224,208883.63257,145.013336982,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,87.0,1.0,1,23.52605532389961
88,107.42412719100001,181300.850634,133.782223202,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,88.0,1.0,1,32.87977596740959
89,107.600594448,171915.593236,132.10327047299998,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,89.0,1.0,1,35.8542440722239
91,121.14487825200001,210918.421386,164.15928127799998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,91.0,1.0,1,115.08856599602781
92,119.575589245,216405.532848,167.075643465,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,92.0,1.0,1,18.90030715636096
93,109.947253213,192279.18901,137.275212549,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,93.0,1.0,1,99.82076224428332
94,126.558634891,221840.532838,165.348213697,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,94.0,1.0,1,27.0515655591625
96,119.73336662,192355.811906,143.87137666299998,Cooking_yes,Lighting_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,96.0,1.0,1,109.31140365257866
97,80.1436644953,107450.30978,69.3663164242,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,97.0,1.0,1,123.62053820504104
98,96.1655918916,141427.554,94.3164866068,Cooking_yes,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Rural,98.0,1.0,1,23.65986570271416
99,89.8502162455,116528.210932,86.4701760025,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,99.0,101.0,1,0.7731789385203172
100,112.29845847700001,168880.644747,125.600724021,Cooking_yes,Lighting_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,100.0,101.0,1,0.3970911694004897
101,116.63460709700001,216651.302874,144.63101983,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Rural,101.0,1.0,1,36.49453301637042
102,126.37623896,251935.529304,165.09676009700001,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Rural,102.0,1.0,1,15.594148916460775
105,134.266133961,230078.583506,166.08458583200002,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,105.0,1.0,1,111.34537765080358
106,132.553261473,225282.43605,157.953617445,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,106.0,1.0,1,111.95340532195057
107,104.308639405,188489.410223,128.879913646,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,107.0,1.0,1,21.287819002403133
110,117.033827661,188788.397481,136.436307125,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,110.0,1.0,1,15.538599677909197
111,95.8134315767,152367.66931199998,104.62834051600001,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,111.0,1.0,1,103.84399714757471
112,123.30644541,222367.268384,171.49832907799998,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,112.0,1.0,1,15.744342819126771
113,112.24983424700001,149243.353192,101.81014553899999,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,113.0,1.0,1,104.84399714757471
114,137.11710762799999,260840.114606,186.786951943,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,114.0,1.0,1,33.13255306551387
115,126.074158671,264925.348856,190.55089918,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,115.0,1.0,1,123.56152583123225
116,99.96674285370001,155760.302944,105.888814951,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,116.0,1.0,1,113.42588736312663
117,108.732551303,165928.860216,118.824275435,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,117.0,1.0,1,117.89124450908916
118,152.04933131299998,303572.517293,224.911144852,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,118.0,1.0,1,20.55275180720784
119,146.745412636,302232.842137,207.677193148,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,119.0,1.0,1,20.55275180720784
120,79.3564871219,79395.01067619999,51.0693503381,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,120.0,101.0,1,0.36500983415803745
121,106.37806901299999,162860.678148,123.864481625,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,121.0,1.0,1,97.0662091255504
122,114.07237897,210448.09125,159.096628212,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,122.0,1.0,1,111.6965936671747
123,115.083132686,210310.865402,144.541049541,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,123.0,1.0,1,109.55767090883072
124,113.538910704,215137.068632,147.25291296,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,124.0,1.0,1,36.10256068751729
126,134.743671685,272826.06963600003,196.184142711,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,126.0,1.0,1,59.77020592301669
127,118.066029999,206457.500686,154.989723056,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,127.0,1.0,1,9.691115537838721
128,143.03951393399998,267694.808351,196.45106027900002,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,128.0,1.0,1,113.97963561568031
130,91.71736893399999,125837.69874,93.7937719468,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,130.0,101.0,1,2.013892864571858
131,142.34309250200002,276938.812026,203.40902855,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,131.0,1.0,1,19.576194745147664
132,148.20688286799998,286749.93733600003,204.135927334,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,132.0,1.0,1,14.816908671199172
134,129.312410384,231791.87213000003,165.957323592,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,134.0,1.0,1,109.34537765080358
136,123.36209485799999,194612.424991,146.103184919,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,136.0,1.0,1,93.63084435758444
137,107.243858466,160823.259478,118.74400229,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,137.0,1.0,1,122.65053058303758
138,127.92142049799999,237210.746325,176.258095635,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,138.0,1.0,1,17.347881660208714
139,110.839644836,217753.122038,147.230084952,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,139.0,1.0,1,31.343274613568802
140,106.63388665,196640.646986,132.219167002,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,140.0,1.0,1,34.42888373434936
141,95.56213578799999,145925.813875,109.29714854,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,141.0,101.0,1,0.24313824894373326
144,111.582163292,188822.731965,138.357532251,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,144.0,1.0,1,98.82076224428332
145,97.76368813139999,143922.347106,97.8794799314,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,145.0,1.0,1,94.03148379233824
146,102.49697448399999,161706.14339,112.199249436,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,146.0,1.0,1,23.62960085231288
147,129.863524111,266889.687411,188.689766772,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,147.0,1.0,1,29.37326699156538
149,131.81775683200001,254174.544972,186.524391128,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,149.0,1.0,1,123.1695535023792
150,103.782047776,123058.502335,95.2095999515,Cooking_yes,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,150.0,101.0,1,0.42652451968396354
152,106.774855985,170549.532895,121.48451862200001,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,152.0,1.0,1,119.89124450908916
153,141.848332866,304338.776798,224.178477563,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,153.0,1.0,1,31.134642022759735
154,107.284832205,190502.754856,140.930891468,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,154.0,1.0,1,29.120489893461105
155,120.232739294,207900.599339,155.469015553,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,155.0,1.0,1,113.6965936671747
156,135.181108235,255160.892146,180.511338829,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,156.0,1.0,1,122.92883957632762
157,97.09007471940001,127682.701928,95.54421261579999,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,157.0,101.0,1,0.16515126737340324
158,111.643531691,178451.125741,124.13804199799999,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,158.0,1.0,1,24.047105076351706
159,113.48858257200001,175225.14144500002,121.171324071,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,159.0,1.0,1,21.655132747498573
160,95.3381321584,146503.972155,100.394915189,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,160.0,1.0,1,94.03148379233824
161,110.10579694,159335.096269,117.71292750799999,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,161.0,1.0,1,122.65053058303758
162,126.87983324,240959.262221,181.471815875,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,162.0,1.0,1,8.518495204348293
163,117.27829474299999,204229.541577,155.762489351,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_6,sex_female,Urbanity_Urban,163.0,1.0,1,20.105118375115786
164,71.9696007495,69004.9985016,44.863826878599994,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,164.0,101.0,1,1.1351588893767968
165,132.793760429,252326.981778,183.129700902,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_9,sex_female,Urbanity_Urban,165.0,1.0,1,27.20710545431048
166,119.08004492200001,219077.216291,161.278843214,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,166.0,1.0,1,28.122539252502452
167,129.760890432,229393.713388,176.262764428,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,167.0,1.0,1,23.292279485214085
168,112.455365732,205757.859029,154.585630353,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,168.0,1.0,1,12.953859972314243
169,127.496810625,240514.829635,179.298399014,Cooking_no,Lighting_yes,age_76_85,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,169.0,1.0,1,53.37745598051124
171,92.28412876790001,111856.439332,85.020215318,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,171.0,101.0,1,1.7731789385203172
172,101.40070137100001,134557.75853599998,92.346255467,Cooking_yes,Lighting_yes,age_26_35,Education_High_School,Size_6,sex_male,Urbanity_Rural,172.0,1.0,1,15.538677579721627
173,133.473430358,304597.518123,214.679683316,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_8,sex_male,Urbanity_Urban,173.0,1.0,1,35.45361912504675
175,116.75111959,218985.187471,149.874333664,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,175.0,1.0,1,20.90030715636096
178,111.825875023,144532.234402,105.596425626,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,178.0,101.0,1,0.25390418619345834
179,89.8042060741,116687.449645,86.0167970918,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,179.0,101.0,1,2.773178938520317
180,125.23802688200001,238931.212525,171.87921929799995,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,180.0,1.0,1,112.29372207948772
181,102.963577191,137644.985093,102.038306193,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,181.0,101.0,1,0.21760635375803616
182,139.86866796,261207.755485,192.15158962400002,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,182.0,1.0,1,22.550662849961963
183,125.949196003,251261.018769,181.49612002599997,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,183.0,1.0,1,20.16407537304314
184,85.11202776399999,133542.478705,89.2426232049,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,184.0,1.0,1,98.79076986628674
185,118.951008324,237982.470392,161.313000307,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Rural,185.0,1.0,1,16.961462661556137
186,125.912450274,236986.472281,175.91672388700005,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,186.0,1.0,1,8.518495204348293
187,124.377845434,224526.01847600003,167.24163816700002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,187.0,1.0,1,19.90030715636096
188,113.194653125,225172.94205,152.162366469,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,188.0,1.0,1,33.128092582703
189,116.636872859,215273.923284,143.266139923,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,189.0,1.0,1,35.10256068751729
190,128.88925405,255400.576289,182.230742357,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,190.0,1.0,1,41.56996719252117
191,116.81917867,193280.051826,145.201537278,Cooking_no,Lighting_yes,age_76_85,Education_High_School,Size_3,sex_female,Urbanity_Urban,191.0,1.0,1,64.96407915127881
192,110.76210983899999,185659.544747,134.69757969399998,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,192.0,1.0,1,36.27174829626264
194,130.393385184,251905.946049,190.537399472,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,194.0,1.0,1,26.420968261503816
195,112.87563639700001,189072.335642,143.731084924,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,195.0,1.0,1,29.120489893461105
196,137.38030888,270102.541634,192.88486946900002,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,196.0,1.0,1,32.158084960699576
198,125.72149251100001,223242.641227,161.26927117,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,198.0,1.0,1,20.90030715636096
199,114.31085928,198464.578517,143.175592508,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,199.0,1.0,1,14.953859972314243
201,141.86272663100002,280500.594133,200.197292221,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,201.0,1.0,1,15.816908671199172
202,129.480233887,242968.436003,177.405054788,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,202.0,1.0,1,8.7359211648478
203,117.963523431,195669.392601,148.071871507,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,203.0,1.0,1,87.4795859547829
